vin,year,make,model,trim,status,primary_pn,all_pns,expected_pns,matched,duration_s,error
KMHLM4DGXTU098379,2026,HYUNDAI,Elantra,"SEL Sport, SEL Sport Plus",NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,123,
KMHLN4DJ7RU106374,2024,HYUNDAI,Elantra,Limited,DEALER_VERIFIED_BY_VIN,95440-AA500,95440-AA500,,unknown,146,
5NPD84LF2KH486138,2019,HYUNDAI,Elantra,"SEL, Value Edition & Limited",DEALER_VERIFIED_BY_VIN,95440-F2002,"95440-F2002, 95440-F3002",,unknown,171,
KMHC65LCXKU155564,2019,HYUNDAI,Ioniq,Blue (HEV),DEALER_VERIFIED_BY_VIN,95440-G2000,"95440-G2000, 95440-G2010",,unknown,197,
5NMP24GL5SH097926,2025,HYUNDAI,Santa Fe,SEL,DEALER_VERIFIED_BY_VIN,95440-P6040,"95440-P6040, 95440-P6050, 95440-P6100",,unknown,224,
KNDRJDJH2S5322595,2025,KIA,Sorento,EX,DEALER_VERIFIED_BY_VIN,95440-P2AA0,"95440-P2AA0, 95440-P2AB0, 95440-P2AK0",,unknown,264,
5XYRL4JC4SG390404,2025,KIA,Sorento,S,DEALER_VERIFIED_BY_VIN,95440-P2AA0,"95440-P2AA0, 95440-P2AB0, 95440-P2AK0",,unknown,291,
KNDEPCAA3T7857273,2026,KIA,Seltos,LX,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,365,
