vin,label
KMHLM4DGXTU098379,Regression 2026 Hyundai Elantra SEL Sport (sibling of stuck — must still verify)
KMHLN4DJ7RU106374,Regression 2024 Hyundai Elantra Limited
5NPD84LF2KH486138,Regression 2019 Hyundai Elantra SEL
KMHC65LCXKU155564,Regression 2019 Hyundai Ioniq Blue HEV
5NMP24GL5SH097926,Regression 2025 Hyundai Santa Fe SEL
KNDRJDJH2S5322595,Regression 2025 Kia Sorento EX
5XYRL4JC4SG390404,Regression 2025 Kia Sorento S
KNDEPCAA3T7857273,Regression 2026 Kia Seltos LX
