vin,year,make,model,trim,status,primary_pn,all_pns,expected_pns,matched,duration_s,error
4T1BF1FK6HU814871,2017,TOYOTA,Camry,LE/SE/XLE/XSE,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,74,
5TDBY5G12HS159141,2017,TOYOTA,Sequoia,SR5 Grade,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,136,
5TDZRKEC8TS306831,2026,TOYOTA,Sienna,Limited,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,222,
JTNABAAE4TA024584,2026,TOYOTA,GR Corolla,,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,319,
JTDACAAJ9T3040217,2026,TOYOTA,Crown Signia,,NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,409,
