vin,year,make,model,trim,status,primary_pn,all_pns,expected_pns,matched,duration_s,error
KMHLM4DGXTU098379,2026,HYUNDAI,Elantra,"SEL Sport, SEL Sport Plus",NOT_DEALER_VERIFIED_BY_VIN,,,,unknown,172,
KMHLN4DJ7RU106374,2024,HYUNDAI,Elantra,Limited,DEALER_VERIFIED_BY_VIN,95440-AA500,95440-AA500,,unknown,197,
5NPD84LF2KH486138,2019,HYUNDAI,Elantra,"SEL, Value Edition & Limited",DEALER_VERIFIED_BY_VIN,95440-F2002,"95440-F2002, 95480-F2150, 95485-F2100, 954133A000-AS, 81900-F2H00, 81905-F2230, 81905-F2240, 81970-F2B00, 81996-1S010, 81996-B4520, 95401-C1010, 95420-F2800, 95430-F2300SSH",,unknown,278,
KMHC65LCXKU155564,2019,HYUNDAI,Ioniq,Blue (HEV),DEALER_VERIFIED_BY_VIN,95440-G2000,"95440-G2000, 95440-G2500, 95480-G2200, 95480-G2241, 95480-G2750, 95480-G2751, 954133A000-AS, 81900-G2H00, 81905-G2040, 81905-G2120, 81970-G2A00, 81996-G2000, 81996-G2100, 95420-G2800, 95430-G2010, 95430-G2500MBI, 95430-G2500MGS, 95430-G2500WMP",,unknown,472,
5NMP24GL5SH097926,2025,HYUNDAI,Santa Fe,SEL,DEALER_VERIFIED_BY_VIN,95440-P6040,"95440-P6040, 95440-P6050, 95440-P6100",,unknown,499,
KNDRJDJH2S5322595,2025,KIA,Sorento,EX,DEALER_VERIFIED_BY_VIN,95440-P2AA0,"95440-P2AA0, 95440-P2AB0, 95440-P2AK0",,unknown,524,
5XYRL4JC4SG390404,2025,KIA,Sorento,S,DEALER_VERIFIED_BY_VIN,95440-P2AA0,"95440-P2AA0, 95440-P2AB0, 95440-P2AK0",,unknown,545,
KNDEPCAA3T7857273,2026,KIA,Seltos,LX,DEALER_VERIFIED_BY_VIN,95440-Q5400,"95440-Q5400, 95440-Q5410, 95440-Q5700",,unknown,626,
